Port Name,State,Port Code,Border,Date,Measure,Value,Location
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Truck Containers Full,15789,POINT (-115.39 32.67)
San Ysidro,California,2504,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,2003826,POINT (-117.03 32.54)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Trucks,1528,POINT (-93.4 48.61)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Train Passengers,46,POINT (-67.43 45.57)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Trucks,875,POINT (-67.93 47.16)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Truck Containers Full,1437,POINT (-74.74 44.99)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Buses,5,POINT (-116.17999999999999 49)
Fort Kent,Maine,110,US-Canada Border,12/1/2016 0:00,Buses,1,POINT (-68.6 47.25)
Ketchikan,Alaska,3102,US-Canada Border,12/1/2016 0:00,Personal Vehicles,37,POINT (-131.65 55.34)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Trucks,29173,POINT (-115.39 32.67)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Train Passengers,465,POINT (-95.38 49)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Train Passengers,640,POINT (-94.59 48.72)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Buses,10,POINT (-67.3 45.16)
Bridgewater,Maine,127,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-67.78 46.45)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Trucks,424,POINT (-94.59 48.72)
Lancaster,Minnesota,3430,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,217,POINT (-96.8 49)
Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,514,POINT (-73.45 45.01)
Portland,Maine,101,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,0,POINT (-70.25 43.660000000000004)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Personal Vehicles,3476,POINT (-116.17999999999999 49)
Naco,Arizona,2603,US-Mexico Border,12/1/2016 0:00,Trucks,336,POINT (-109.95 31.33)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Personal Vehicles,55197,POINT (-67.3 45.16)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,259684,POINT (-109.56 31.33)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Pedestrians,40302,POINT (-115.39 32.67)
San Ysidro,California,2504,US-Mexico Border,12/1/2016 0:00,Buses,3199,POINT (-117.03 32.54)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,149,POINT (-67.93 47.16)
Madawaska,Maine,109,US-Canada Border,12/1/2016 0:00,Trucks,1258,POINT (-68.33 47.36)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Personal Vehicles,6680,POINT (-70.4 45.81)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,350463,POINT (-115.39 32.67)
Eastport,Maine,103,US-Canada Border,12/1/2016 0:00,Pedestrians,1,POINT (-66.98 44.86)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Train Passengers,42,POINT (-116.94 32.55)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,1519,POINT (-78.91 42.91)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Buses,13,POINT (-114.78000000000002 32.49)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Trucks,76953,POINT (-116.94 32.55)
Morgan,Montana,3319,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-107.83 49)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,113689,POINT (-74.74 44.99)
Fort Fairfield,Maine,107,US-Canada Border,12/1/2016 0:00,Trucks,1128,POINT (-67.79 46.77)
Whitlash,Montana,3321,US-Canada Border,12/1/2016 0:00,Truck Containers Full,0,POINT (-111.26000000000002 49)
Porthill,Idaho,3308,US-Canada Border,12/1/2016 0:00,Personal Vehicles,9710,POINT (-116.5 49)
Skagway,Alaska,3103,US-Canada Border,12/1/2016 0:00,Train Passengers,0,POINT (-135.16 59.63)
Ogdensburg,New York,701,US-Canada Border,12/1/2016 0:00,Personal Vehicles,23357,POINT (-75.46 44.73)
Naco,Arizona,2603,US-Mexico Border,12/1/2016 0:00,Truck Containers Empty,196,POINT (-109.95 31.33)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Trains,174,POINT (-78.91 42.91)
Porthill,Idaho,3308,US-Canada Border,12/1/2016 0:00,Trucks,606,POINT (-116.5 49)
Bridgewater,Maine,127,US-Canada Border,12/1/2016 0:00,Truck Containers Full,297,POINT (-67.78 46.45)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Buses,245,POINT (-74.74 44.99)
Turner,Montana,3306,US-Canada Border,12/1/2016 0:00,Truck Containers Full,94,POINT (-108.39 49)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Pedestrians,8680,POINT (-78.91 42.91)
Turner,Montana,3306,US-Canada Border,12/1/2016 0:00,Personal Vehicles,786,POINT (-108.39 49)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Trains,17,POINT (-70.4 45.81)
Morgan,Montana,3319,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,884,POINT (-107.83 49)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Train Passengers,35,POINT (-70.4 45.81)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Train Passengers,628,POINT (-93.4 48.61)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Rail Containers Full,19376,POINT (-82.42 43)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Personal Vehicles,29783,POINT (-93.4 48.61)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,676,POINT (-74.74 44.99)
Limestone,Maine,118,US-Canada Border,12/1/2016 0:00,Trucks,40,POINT (-67.79 46.92)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Trucks,6585,POINT (-70.4 45.81)
Ketchikan,Alaska,3102,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,0,POINT (-131.65 55.34)
Ogdensburg,New York,701,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,567,POINT (-75.46 44.73)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Truck Containers Empty,1111,POINT (-114.78000000000002 32.49)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Truck Containers Full,306,POINT (-104.57 49)
Scobey,Montana,3309,US-Canada Border,12/1/2016 0:00,Personal Vehicles,411,POINT (-105.41 49)
Ketchikan,Alaska,3102,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-131.65 55.34)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Trains,23,POINT (-67.43 45.57)
Ogdensburg,New York,701,US-Canada Border,12/1/2016 0:00,Trucks,2982,POINT (-75.46 44.73)
Turner,Montana,3306,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,4,POINT (-108.39 49)
Eastport,Maine,103,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,13849,POINT (-66.98 44.86)
Wildhorse,Montana,3323,US-Canada Border,12/1/2016 0:00,Personal Vehicles,686,POINT (-110.22 49)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Bus Passengers,8481,POINT (-83.04 42.32)
Warroad,Minnesota,3423,US-Canada Border,11/1/2016 0:00,Pedestrians,3,POINT (-95.38 49)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Pedestrians,87,POINT (-73.45 45.01)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Bus Passengers,18143,POINT (-73.45 45.01)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/2016 0:00,Truck Containers Empty,4115,POINT (-106.68 31.78)
Limestone,Maine,118,US-Canada Border,11/1/2016 0:00,Trucks,76,POINT (-67.79 46.92)
Portland,Maine,101,US-Canada Border,11/1/2016 0:00,Trucks,0,POINT (-70.25 43.660000000000004)
Sasabe,Arizona,2606,US-Mexico Border,11/1/2016 0:00,Truck Containers Empty,27,POINT (-111.54 31.48)
Porthill,Idaho,3308,US-Canada Border,11/1/2016 0:00,Personal Vehicles,9950,POINT (-116.5 49)
Calexico,California,2503,US-Mexico Border,11/1/2016 0:00,Pedestrians,356117,POINT (-115.49999999999999 32.66)
Roseau,Minnesota,3426,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,131,POINT (-95.77 49)
Bridgewater,Maine,127,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,106,POINT (-67.78 46.45)
Naco,Arizona,2603,US-Mexico Border,11/1/2016 0:00,Truck Containers Empty,185,POINT (-109.95 31.33)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Trucks,5288,POINT (-116.17999999999999 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,149,POINT (-93.4 48.61)
Alcan,Alaska,3104,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,2,POINT (-141 62.61)
Naco,Arizona,2603,US-Mexico Border,11/1/2016 0:00,Personal Vehicles,25439,POINT (-109.95 31.33)
Eastport,Maine,103,US-Canada Border,11/1/2016 0:00,Truck Containers Full,155,POINT (-66.98 44.86)
Piegan,Montana,3316,US-Canada Border,11/1/2016 0:00,Buses,0,POINT (-113.38 49)
Columbus,New Mexico,2406,US-Mexico Border,11/1/2016 0:00,Buses,112,POINT (-107.63 31.78)
Bridgewater,Maine,127,US-Canada Border,11/1/2016 0:00,Trucks,522,POINT (-67.78 46.45)
Douglas,Arizona,2601,US-Mexico Border,11/1/2016 0:00,Pedestrians,84615,POINT (-109.56 31.33)
Portland,Maine,101,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-70.25 43.660000000000004)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Truck Containers Full,4348,POINT (-116.17999999999999 49)
Detroit,Michigan,3801,US-Canada Border,11/1/2016 0:00,Pedestrians,0,POINT (-83.04 42.32)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Train Passengers,2131,POINT (-73.45 45.01)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Trains,96,POINT (-73.45 45.01)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Truck Containers Full,23266,POINT (-73.45 45.01)
Nogales,Arizona,2604,US-Mexico Border,11/1/2016 0:00,Truck Containers Empty,6417,POINT (-110.94 31.33)
Sweetgrass,Montana,3310,US-Canada Border,11/1/2016 0:00,Personal Vehicles,21004,POINT (-111.96 49)
Van Buren,Maine,108,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,17246,POINT (-67.93 47.16)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2016 0:00,Pedestrians,716,POINT (-93.4 48.61)
Roseau,Minnesota,3426,US-Canada Border,11/1/2016 0:00,Trucks,481,POINT (-95.77 49)
Columbus,New Mexico,2406,US-Mexico Border,11/1/2016 0:00,Pedestrians,23424,POINT (-107.63 31.78)
Alcan,Alaska,3104,US-Canada Border,11/1/2016 0:00,Trucks,480,POINT (-141 62.61)
Alexandria Bay,New York,708,US-Canada Border,11/1/2016 0:00,Truck Containers Full,15387,POINT (-75.98 44.35)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/2016 0:00,Trucks,3809,POINT (-84.36000000000001 46.51)
Piegan,Montana,3316,US-Canada Border,11/1/2016 0:00,Personal Vehicles,4325,POINT (-113.38 49)
Bridgewater,Maine,127,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-67.78 46.45)
Calais,Maine,115,US-Canada Border,11/1/2016 0:00,Buses,24,POINT (-67.3 45.16)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/2016 0:00,Truck Containers Full,4964,POINT (-106.68 31.78)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Personal Vehicles,3685,POINT (-116.17999999999999 49)
Jackman,Maine,104,US-Canada Border,11/1/2016 0:00,Bus Passengers,233,POINT (-70.4 45.81)
Calexico East,California,2507,US-Mexico Border,11/1/2016 0:00,Rail Containers Full,9,POINT (-115.39 32.67)
Del Bonita,Montana,3322,US-Canada Border,11/1/2016 0:00,Personal Vehicles,2192,POINT (-112.79 49)
Lancaster,Minnesota,3430,US-Canada Border,11/1/2016 0:00,Truck Containers Full,88,POINT (-96.8 49)
Scobey,Montana,3309,US-Canada Border,11/1/2016 0:00,Trucks,57,POINT (-105.41 49)
Grand Portage,Minnesota,3613,US-Canada Border,11/1/2016 0:00,Pedestrians,0,POINT (-89.59 48.00000000000001)
Ogdensburg,New York,701,US-Canada Border,11/1/2016 0:00,Buses,25,POINT (-75.46 44.73)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Rail Containers Empty,442,POINT (-116.17999999999999 49)
Baudette,Minnesota,3424,US-Canada Border,11/1/2016 0:00,Buses,6,POINT (-94.59 48.72)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/2016 0:00,Trucks,81093,POINT (-78.91 42.91)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/2016 0:00,Buses,29,POINT (-84.36000000000001 46.51)
Turner,Montana,3306,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,1536,POINT (-108.39 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2016 0:00,Buses,7,POINT (-93.4 48.61)
Limestone,Maine,118,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,15,POINT (-67.79 46.92)
Opheim,Montana,3317,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-106.38 49)
Roosville,Montana,3318,US-Canada Border,11/1/2016 0:00,Trucks,920,POINT (-115.05999999999999 49)
Vanceboro,Maine,105,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,9,POINT (-67.43 45.57)
Houlton,Maine,106,US-Canada Border,11/1/2016 0:00,Buses,29,POINT (-67.78 46.13)
Madawaska,Maine,109,US-Canada Border,11/1/2016 0:00,Trucks,1607,POINT (-68.33 47.36)
Alexandria Bay,New York,708,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,91284,POINT (-75.98 44.35)
Sasabe,Arizona,2606,US-Mexico Border,11/1/2016 0:00,Personal Vehicles,1948,POINT (-111.54 31.48)
Trout River,New York,715,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,16198,POINT (-74.31 44.99)
Columbus,New Mexico,2406,US-Mexico Border,11/1/2016 0:00,Trucks,2531,POINT (-107.63 31.78)
Jackman,Maine,104,US-Canada Border,11/1/2016 0:00,Rail Containers Full,559,POINT (-70.4 45.81)
Otay Mesa,California,2506,US-Mexico Border,11/1/2016 0:00,Rail Containers Full,0,POINT (-116.94 32.55)
Fort Kent,Maine,110,US-Canada Border,11/1/2016 0:00,Pedestrians,42,POINT (-68.6 47.25)
Dalton Cache,Alaska,3106,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,983,POINT (-136.36 59.45)
Madawaska,Maine,109,US-Canada Border,11/1/2016 0:00,Pedestrians,90,POINT (-68.33 47.36)
Columbus,New Mexico,2406,US-Mexico Border,11/1/2016 0:00,Truck Containers Full,2600,POINT (-107.63 31.78)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Buses,7,POINT (-116.17999999999999 49)
Roosville,Montana,3318,US-Canada Border,11/1/2016 0:00,Truck Containers Full,941,POINT (-115.05999999999999 49)
Roosville,Montana,3318,US-Canada Border,11/1/2016 0:00,Buses,0,POINT (-115.05999999999999 49)
Detroit,Michigan,3801,US-Canada Border,11/1/2016 0:00,Bus Passengers,15290,POINT (-83.04 42.32)
Sweetgrass,Montana,3310,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,1720,POINT (-111.96 49)
Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2016 0:00,Buses,487,POINT (-73.45 45.01)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/2016 0:00,Personal Vehicles,54232,POINT (-106.68 31.78)
Scobey,Montana,3309,US-Canada Border,11/1/2016 0:00,Truck Containers Full,0,POINT (-105.41 49)
Trout River,New York,715,US-Canada Border,11/1/2016 0:00,Bus Passengers,56,POINT (-74.31 44.99)
Naco,Arizona,2603,US-Mexico Border,11/1/2016 0:00,Personal Vehicle Passengers,42532,POINT (-109.95 31.33)
Turner,Montana,3306,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,5,POINT (-108.39 49)
Van Buren,Maine,108,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-67.93 47.16)
Trout River,New York,715,US-Canada Border,11/1/2016 0:00,Trucks,1167,POINT (-74.31 44.99)
Ketchikan,Alaska,3102,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,140,POINT (-131.65 55.34)
Del Bonita,Montana,3322,US-Canada Border,11/1/2016 0:00,Buses,0,POINT (-112.79 49)
Fort Kent,Maine,110,US-Canada Border,11/1/2016 0:00,Bus Passengers,86,POINT (-68.6 47.25)
Massena,New York,704,US-Canada Border,11/1/2016 0:00,Pedestrians,34,POINT (-74.74 44.99)
Calexico East,California,2507,US-Mexico Border,11/1/2016 0:00,Personal Vehicle Passengers,617502,POINT (-115.39 32.67)
Otay Mesa,California,2506,US-Mexico Border,11/1/2016 0:00,Buses,2449,POINT (-116.94 32.55)
Vanceboro,Maine,105,US-Canada Border,11/1/2016 0:00,Rail Containers Empty,849,POINT (-67.43 45.57)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,84627,POINT (-84.36000000000001 46.51)
Turner,Montana,3306,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-108.39 49)
Jackman,Maine,104,US-Canada Border,11/1/2016 0:00,Rail Containers Empty,657,POINT (-70.4 45.81)
Raymond,Montana,3301,US-Canada Border,11/1/2016 0:00,Personal Vehicles,1883,POINT (-104.57 49)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Pedestrians,234,POINT (-116.17999999999999 49)
Calexico East,California,2507,US-Mexico Border,11/1/2016 0:00,Trucks,28602,POINT (-115.39 32.67)
Calexico East,California,2507,US-Mexico Border,11/1/2016 0:00,Truck Containers Full,15862,POINT (-115.39 32.67)
Tecate,California,2505,US-Mexico Border,11/1/2016 0:00,Buses,1,POINT (-116.63 32.58)
Jackman,Maine,104,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,3146,POINT (-70.4 45.81)
Massena,New York,704,US-Canada Border,11/1/2016 0:00,Personal Vehicles,66253,POINT (-74.74 44.99)
Willow Creek,Montana,3325,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,525,POINT (-109.73 49)
Tecate,California,2505,US-Mexico Border,11/1/2016 0:00,Personal Vehicle Passengers,166217,POINT (-116.63 32.58)
Whitlash,Montana,3321,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,0,POINT (-111.26000000000002 49)
Port Huron,Michigan,3802,US-Canada Border,11/1/2016 0:00,Trucks,70947,POINT (-82.42 43)
San Luis,Arizona,2608,US-Mexico Border,11/1/2016 0:00,Buses,13,POINT (-114.78000000000002 32.49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2016 0:00,Trains,330,POINT (-93.4 48.61)
Morgan,Montana,3319,US-Canada Border,11/1/2016 0:00,Truck Containers Full,0,POINT (-107.83 49)
Piegan,Montana,3316,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,8237,POINT (-113.38 49)
Detroit,Michigan,3801,US-Canada Border,11/1/2016 0:00,Train Passengers,471,POINT (-83.04 42.32)
San Luis,Arizona,2608,US-Mexico Border,11/1/2016 0:00,Trucks,2534,POINT (-114.78000000000002 32.49)
Calais,Maine,115,US-Canada Border,11/1/2016 0:00,Trains,14,POINT (-67.3 45.16)
Sweetgrass,Montana,3310,US-Canada Border,11/1/2016 0:00,Pedestrians,139,POINT (-111.96 49)
Warroad,Minnesota,3423,US-Canada Border,11/1/2016 0:00,Truck Containers Full,314,POINT (-95.38 49)
Fort Kent,Maine,110,US-Canada Border,11/1/2016 0:00,Buses,4,POINT (-68.6 47.25)
Port Huron,Michigan,3802,US-Canada Border,11/1/2016 0:00,Bus Passengers,5781,POINT (-82.42 43)
Roseau,Minnesota,3426,US-Canada Border,11/1/2016 0:00,Truck Containers Full,346,POINT (-95.77 49)
Jackman,Maine,104,US-Canada Border,11/1/2016 0:00,Pedestrians,16,POINT (-70.4 45.81)
Morgan,Montana,3319,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,0,POINT (-107.83 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,40513,POINT (-93.4 48.61)
Madawaska,Maine,109,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,1198,POINT (-68.33 47.36)
Raymond,Montana,3301,US-Canada Border,11/1/2016 0:00,Truck Containers Full,384,POINT (-104.57 49)
Porthill,Idaho,3308,US-Canada Border,11/1/2016 0:00,Truck Containers Empty,86,POINT (-116.5 49)
Nogales,Arizona,2604,US-Mexico Border,11/1/2016 0:00,Rail Containers Empty,2299,POINT (-110.94 31.33)
Columbus,New Mexico,2406,US-Mexico Border,11/1/2016 0:00,Personal Vehicle Passengers,59871,POINT (-107.63 31.78)
Del Bonita,Montana,3322,US-Canada Border,11/1/2016 0:00,Train Passengers,0,POINT (-112.79 49)
Turner,Montana,3306,US-Canada Border,11/1/2016 0:00,Truck Containers Full,66,POINT (-108.39 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/2016 0:00,Train Passengers,58,POINT (-84.36000000000001 46.51)
Grand Portage,Minnesota,3613,US-Canada Border,11/1/2016 0:00,Trucks,1362,POINT (-89.59 48.00000000000001)
Calexico,California,2503,US-Mexico Border,11/1/2016 0:00,Personal Vehicles,356452,POINT (-115.49999999999999 32.66)
Nogales,Arizona,2604,US-Mexico Border,11/1/2016 0:00,Personal Vehicle Passengers,571367,POINT (-110.94 31.33)
Calais,Maine,115,US-Canada Border,11/1/2016 0:00,Trucks,5648,POINT (-67.3 45.16)
Eastport,Idaho,3302,US-Canada Border,11/1/2016 0:00,Bus Passengers,214,POINT (-116.17999999999999 49)
Roseau,Minnesota,3426,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-95.77 49)
Port Huron,Michigan,3802,US-Canada Border,11/1/2016 0:00,Rail Containers Empty,10555,POINT (-82.42 43)
Raymond,Montana,3301,US-Canada Border,11/1/2016 0:00,Bus Passengers,0,POINT (-104.57 49)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/2016 0:00,Personal Vehicles,354851,POINT (-78.91 42.91)
Ogdensburg,New York,701,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,42612,POINT (-75.46 44.73)
San Ysidro,California,2504,US-Mexico Border,11/1/2016 0:00,Buses,2355,POINT (-117.03 32.54)
Massena,New York,704,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,111661,POINT (-74.74 44.99)
Lancaster,Minnesota,3430,US-Canada Border,11/1/2016 0:00,Personal Vehicle Passengers,3656,POINT (-96.8 49)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/2016 0:00,Rail Containers Empty,2349,POINT (-78.91 42.91)
